Endedness,Peak_Type,Aligner,Peak_Caller,Deduplicator,Test_Dataset,Control,Synthetic_Genome_Path,Synthetic_Forward_Read_1_Path,Synthetic_Reverse_Read_1_Path,Synthetic_Forward_Read_2_Path,Synthetic_Reverse_Read_2_Path,Expected_Peaks,Observed_Peaks
single,narrow,bwa_mem,macs3,picard,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,macs3,picard,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,macs3,picard,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,macs3,picard,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,macs3,picard,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,cisgenome,samtools,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,2
single,narrow,bwa_mem,cisgenome,samtools,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,3
single,narrow,bwa_mem,cisgenome,samtools,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,samtools,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,samtools,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,samtools,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,no_deduplication,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,2
single,narrow,bwa_mem,cisgenome,no_deduplication,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,3
single,narrow,bwa_mem,cisgenome,no_deduplication,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,no_deduplication,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,no_deduplication,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,no_deduplication,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,sambamba,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,2
single,narrow,bwa_mem,cisgenome,sambamba,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,3
single,narrow,bwa_mem,cisgenome,sambamba,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,sambamba,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,sambamba,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,sambamba,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,picard,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,2
single,narrow,bwa_mem,cisgenome,picard,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,3
single,narrow,bwa_mem,cisgenome,picard,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,picard,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,picard,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,cisgenome,picard,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,1
single,narrow,bwa_mem,genrich,samtools,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,samtools,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,samtools,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,samtools,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,samtools,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,samtools,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,no_deduplication,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,sambamba,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,genrich,picard,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,50
single,narrow,bwa_mem,pepr,samtools,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,samtools,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,samtools,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,67
single,narrow,bwa_mem,pepr,samtools,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,69
single,narrow,bwa_mem,pepr,samtools,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,samtools,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,no_deduplication,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,no_deduplication,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,no_deduplication,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,48
single,narrow,bwa_mem,pepr,no_deduplication,4,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_4/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,no_deduplication,5,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_5/exp_b.fastq.gz,NA,50,18
single,narrow,bwa_mem,pepr,no_deduplication,6,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_6/exp_b.fastq.gz,NA,50,13
single,narrow,bwa_mem,pepr,sambamba,1,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_1/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,sambamba,2,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_2/exp_b.fastq.gz,NA,50,0
single,narrow,bwa_mem,pepr,sambamba,3,with_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_a.fastq.gz,NA,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/single_narrow/test_3/exp_b.fastq.gz,NA,50,67
